Brand,Price,Body,Mileage,EngineV,Engine Type,Registration,Year,Model,cid
BMW,41000.0,crossover,80,3.0,Petrol,yes,2012,X6,3716
Volkswagen,12000.0,sedan,73,1.6,Gas,yes,2011,Polo,3717
Mercedes-Benz,5600.0,sedan,230,2.7,Diesel,no,2005,E-Class,3718
Mercedes-Benz,5200.0,other,220,3.2,Petrol,no,2004,CLK 320,3719
BMW,2999.0,sedan,299,,Diesel,no,2000,530,3720
Mitsubishi,9200.0,sedan,48,1.5,Petrol,yes,2008,Lancer X,3721
Toyota,25999.0,other,108,4.0,Petrol,yes,2008,Land Cruiser Prado,3722
BMW,6300.0,sedan,241,2.8,Gas,yes,1995,328,3723
Mercedes-Benz,116500.0,sedan,25,3.0,Diesel,yes,2015,S 350,3724
BMW,15500.0,sedan,216,2.0,Diesel,yes,2008,320,3725
Toyota,17500.0,crossover,168,4.0,Gas,yes,2004,Land Cruiser Prado,3726
Volkswagen,9999.0,sedan,182,1.6,Petrol,yes,2006,Jetta,3727
Toyota,,sedan,15,2.5,Petrol,yes,2015,Camry,3728
BMW,34600.0,crossover,163,5.0,Petrol,yes,2011,X5 M,3729
Renault,1185.6,hatch,160,2.0,Petrol,yes,1987,25,3730
Mercedes-Benz,20500.0,sedan,222,5.5,Petrol,yes,2006,S 500,3731
Renault,10900.0,van,138,2.0,Diesel,yes,2012,Trafic,3732
Volkswagen,7800.0,hatch,230,1.6,Petrol,yes,2004,Golf V,3733
Audi,3900.0,vagon,232,2.5,Diesel,no,2003,A6,3734
Toyota,15500.0,crossover,120,2.0,Petrol,yes,2008,Rav 4,3735
Audi,48000.0,crossover,126,3.0,Diesel,yes,2013,Q7,3736
Mercedes-Benz,12800.0,van,193,2.2,Other,yes,2011,Vito,3737
Toyota,14900.0,crossover,288,4.7,Gas,yes,2000,Land Cruiser 100,3738
Mercedes-Benz,1990.0,hatch,230,1.7,Other,no,2001,A 170,3739
Mitsubishi,9800.0,sedan,148,2.0,Gas,yes,2008,Lancer X,3740
BMW,2200.0,sedan,460,2.4,Diesel,yes,1988,324,3741
Mercedes-Benz,8700.0,sedan,290,2.7,Diesel,yes,1999,E-Class,3742
Renault,3450.0,van,196,1.9,Diesel,yes,2001,Kangoo,3743
Mercedes-Benz,22000.0,van,236,2.2,Diesel,yes,2012,Sprinter 313,3744
Mercedes-Benz,6500.0,other,315,2.0,Petrol,yes,1996,E-Class,3745
Mitsubishi,12999.0,crossover,111,3.0,Gas,yes,2008,Outlander XL,3746
Volkswagen,21500.0,sedan,2,1.6,Diesel,yes,2016,Jetta,3747
BMW,2750.0,vagon,254,2.8,Gas,no,1997,528,3748
Mitsubishi,23000.0,crossover,125,3.0,Gas,yes,2008,Pajero Wagon,3749
Volkswagen,,van,165,2.0,Diesel,yes,2013,T5 (Transporter) ,3750
BMW,8200.0,sedan,368,3.0,Diesel,yes,2000,730,3751
BMW,32900.0,crossover,90,3.0,Petrol,yes,2008,X6,3752
Mercedes-Benz,13600.0,sedan,115,,Petrol,yes,2007,C-Class,3753
Toyota,22000.0,sedan,73,3.5,Petrol,yes,2010,Camry,3754
Mitsubishi,2800.0,other,290,2.0,Petrol,yes,1990,Galant,3755
Mercedes-Benz,12999.0,van,130,2.2,Diesel,yes,2012,Vito,3756
Toyota,32000.0,sedan,22,2.5,Petrol,yes,2015,Camry,3757
Toyota,99999.0,crossover,0,4.5,Petrol,yes,2016,Land Cruiser 200,3758
Renault,6950.0,van,310,2.5,Diesel,yes,2005,Master,3759
Renault,10500.0,hatch,148,1.5,Diesel,yes,2012,Megane,3760
BMW,6899.0,vagon,320,2.8,Gas,yes,1997,528,3761
Mercedes-Benz,6200.0,sedan,450,4.2,Gas,yes,1997,S 420,3762
Toyota,65000.0,other,60,4.5,Diesel,yes,2013,Land Cruiser 200,3763
Mercedes-Benz,13900.0,other,272,2.2,Diesel,yes,2005,Sprinter 313,3764
Renault,5800.0,van,217,2.0,Gas,yes,2003,Scenic,3765
BMW,28700.0,other,160,3.0,Petrol,yes,2011,528,3766
BMW,16700.0,crossover,260,4.4,Petrol,yes,2003,X5,3767
Volkswagen,18500.0,sedan,217,3.0,Diesel,yes,2006,Phaeton,3768
Renault,3999.0,other,227,1.4,Gas,yes,2005,Kangoo,3769
Renault,8800.0,van,200,1.9,Diesel,yes,2005,Trafic,3770
Mercedes-Benz,14500.0,van,205,2.2,Diesel,yes,2012,Sprinter 313,3771
BMW,8900.0,sedan,240,2.0,Diesel,yes,2001,320,3772
Volkswagen,1300.0,other,10,1.6,Diesel,yes,1984,T2 (Transporter),3773
BMW,,crossover,36,3.0,Diesel,yes,2013,X5,3774
Renault,8550.0,van,160,1.5,Diesel,yes,2014,Kangoo,3775
Mercedes-Benz,10900.0,sedan,160,3.0,Diesel,yes,1996,S 140,3776
BMW,48535.5,crossover,0,2.0,Diesel,yes,2016,X3,3777
BMW,25000.0,crossover,130,3.0,Diesel,yes,2012,X5,3778
BMW,,crossover,1,3.0,Diesel,yes,2016,X6,3779
Mitsubishi,7000.0,sedan,99,1.6,Petrol,yes,2005,Lancer,3780
BMW,5500.0,sedan,402,2.0,Petrol,yes,1988,520,3781
Mercedes-Benz,2800.0,other,220,2.3,Petrol,no,2000,CLK 230,3782
Mercedes-Benz,86000.0,crossover,3,3.0,Diesel,yes,2016,GLS 350,3783
Volkswagen,9555.0,van,152,1.6,Diesel,yes,2012,Caddy,3784
Renault,7200.0,van,1,1.5,Diesel,yes,2012,Kangoo,3785
Mercedes-Benz,7700.0,van,300,2.2,Other,yes,2004,Vito,3786
BMW,75000.0,crossover,20,3.0,Diesel,yes,2014,X5,3787
Volkswagen,8650.0,hatch,150,1.4,Petrol,yes,2008,Golf V,3788
Toyota,10700.0,sedan,109,1.8,Petrol,yes,2007,Avensis,3789
Volkswagen,6300.0,van,1,2.5,Diesel,yes,2000,T4 (Transporter),3790
Toyota,13900.0,sedan,102,3.5,Gas,yes,2008,Camry,3791
Audi,3150.0,vagon,310,2.5,Diesel,no,1999,A6,3792
Volkswagen,7500.0,other,360,2.5,Diesel,yes,2001,T4 (Transporter),3793
Volkswagen,6550.0,sedan,150,1.6,Petrol,yes,2001,Bora,3794
BMW,7100.0,sedan,313,2.0,Gas,yes,1997,520,3795
Volkswagen,3700.0,sedan,370,2.0,Gas,yes,1992,Passat B3,3796
Toyota,20999.0,sedan,77,2.5,Gas,yes,2012,Camry,3797
Renault,6750.0,vagon,1,1.5,Diesel,yes,2004,Scenic,3798
Mercedes-Benz,8400.0,other,457,5.0,Gas,yes,1996,S 140,3799
Toyota,103999.0,crossover,0,4.5,Diesel,yes,2016,Land Cruiser 200,3800
Mercedes-Benz,5200.0,sedan,432,3.0,Diesel,yes,1992,E-Class,3801
BMW,51000.0,sedan,97,3.0,Diesel,yes,2011,730,3802
Toyota,27400.0,crossover,52,3.5,Gas,yes,2012,Venza,3803
Toyota,12500.0,crossover,201,2.0,Petrol,yes,2006,Rav 4,3804
Mercedes-Benz,24800.0,vagon,118,3.0,Diesel,yes,2010,E-Class,3805
Volkswagen,10600.0,sedan,118,1.8,Petrol,yes,2008,Passat B6,3806
Mitsubishi,8900.0,other,150,3.0,Petrol,yes,2000,Eclipse,3807
Renault,7200.0,van,101,1.5,Diesel,yes,2012,Kangoo,3808
BMW,10000.0,sedan,274,4.4,Gas,yes,1998,540,3809
Toyota,11700.0,crossover,126,2.4,Gas,yes,2008,Rav 4,3810
BMW,64999.0,sedan,15,3.0,Petrol,yes,2012,640,3811
Toyota,28900.0,crossover,83,3.5,Gas,yes,2012,Highlander,3812
BMW,60500.0,crossover,1,2.0,Diesel,yes,2016,X5,3813
Renault,5500.0,sedan,153,1.6,Other,yes,2006,Megane,3814
BMW,85900.0,crossover,19,3.0,Diesel,yes,2015,X6,3815
BMW,49000.0,vagon,56,5.0,Petrol,yes,2007,M5,3816
Audi,22999.0,crossover,125,4.2,Petrol,yes,2008,Q7,3817
Mercedes-Benz,22900.0,sedan,197,2.2,Diesel,yes,2010,E-Class,3818
BMW,85555.0,sedan,10,3.0,Other,yes,2015,6 Series Gran Coupe,3819
Mercedes-Benz,30000.0,crossover,97,2.14,Diesel,yes,2011,ML 250,3820
BMW,2600.0,sedan,250,1.6,Petrol,yes,1996,316,3821
Volkswagen,12500.0,crossover,230,3.2,Gas,yes,2003,Touareg,3822
BMW,6800.0,sedan,4,2.8,Gas,yes,1995,528,3823
Mercedes-Benz,8700.0,other,280,,Diesel,yes,2001,Vito,3824
Audi,4000.0,sedan,315,2.3,Gas,yes,1991,100,3825
Audi,36500.0,crossover,159,3.0,Diesel,yes,2010,Q7,3826
Volkswagen,10000.0,van,231,1.9,Diesel,yes,2005,T5 (Transporter),3827
Volkswagen,4700.0,hatch,160,2.0,Diesel,no,2006,Golf VI,3828
BMW,27900.0,crossover,140,3.0,Diesel,yes,2009,X5,3829
Renault,7440.0,other,148,1.5,Diesel,yes,2012,Kangoo,3830
Mercedes-Benz,17999.0,van,260,2.2,Diesel,yes,2013,Sprinter 316,3831
Volkswagen,7750.0,van,235,1.9,Diesel,yes,2004,T5 (Transporter),3832
Mercedes-Benz,7200.0,van,285,2.2,Diesel,yes,2001,Vito,3833
Volkswagen,3700.0,hatch,121,1.9,Diesel,yes,1993,Golf III,3834
Volkswagen,12000.0,vagon,187,2.0,Diesel,yes,2008,Passat B6,3835
Audi,48000.0,crossover,75,3.0,Diesel,yes,2013,Q7,3836
BMW,49000.0,sedan,58,4.4,Other,yes,2011,750,3837
Mercedes-Benz,69500.0,crossover,84,3.0,Diesel,yes,2014,GL 350,3838
BMW,19999.0,crossover,227,3.0,Diesel,yes,2006,X5,3839
Volkswagen,30900.0,sedan,30,2.0,Diesel,yes,2014,Passat B7,3840
Mercedes-Benz,44000.0,other,39,5.5,Petrol,yes,2009,SL 55 AMG,3841
Mercedes-Benz,10200.0,sedan,174,2.6,Gas,yes,2001,E-Class,3842
Mercedes-Benz,22000.0,crossover,160,4.0,Diesel,yes,2008,ML 400,3843
Mercedes-Benz,46700.0,sedan,115,5.5,Petrol,yes,2011,S 500,3844
Mercedes-Benz,9999.0,sedan,322,2.7,Diesel,yes,2000,E-Class,3845
Volkswagen,4400.0,other,145,2.4,Diesel,yes,1993,T4 (Transporter),3846
Mercedes-Benz,45000.0,sedan,1,1.6,Petrol,yes,2015,C-Class,3847
Toyota,63333.0,other,33,4.5,Diesel,yes,2013,Land Cruiser 200,3848
Volkswagen,12999.0,van,237,2.5,Diesel,yes,2005,T5 (Transporter),3849
Mercedes-Benz,15000.0,other,115,2.2,Diesel,yes,2011,Vito,3850
BMW,24500.0,sedan,114,,Petrol,yes,2005,M5,3851
Volkswagen,1950.0,hatch,94,1.1,Petrol,yes,1982,Golf II,3852
BMW,58500.0,crossover,80,3.0,Diesel,yes,2013,X5,3853
Renault,6250.0,van,205,1.6,Petrol,yes,2007,Scenic,3854
Volkswagen,8900.0,sedan,160,1.6,Petrol,yes,2006,Jetta,3855
Mercedes-Benz,65000.0,other,0,1.6,Petrol,yes,2016,C-Class,3856
Volkswagen,15200.0,sedan,185,1.4,Petrol,yes,2011,Golf VI,3857
Mercedes-Benz,121500.0,sedan,22,3.0,Diesel,yes,2014,S 350,3858
Audi,30999.0,sedan,108,2.0,Diesel,yes,2013,A6,3859
BMW,22000.0,other,138,4.8,Petrol,yes,2007,650,3860
Mercedes-Benz,10999.0,other,185,,Diesel,yes,2005,Vito,3861
Mitsubishi,10500.0,crossover,95,3.2,Diesel,no,2008,Pajero Wagon,3862
BMW,3900.0,sedan,380,3.0,Gas,yes,1989,530,3863
Mitsubishi,9900.0,sedan,55,2.0,Other,yes,2008,Lancer X,3864
Mercedes-Benz,3799.0,sedan,210,2.0,Petrol,yes,1995,E-Class,3865
BMW,5000.0,sedan,305,2.0,Petrol,yes,1995,520,3866
Audi,5300.0,other,370,1.8,Petrol,yes,1997,A6,3867
Renault,6450.0,vagon,100,1.5,Diesel,yes,2009,Kangoo,3868
Toyota,44700.0,crossover,120,3.5,Petrol,yes,2013,Venza,3869
Toyota,17800.0,crossover,220,3.0,Diesel,yes,2004,Land Cruiser Prado,3870
BMW,26900.0,sedan,158,5.0,Petrol,yes,2007,M5,3871
Volkswagen,14999.0,vagon,128,1.4,Gas,yes,2011,Passat B7,3872
Mercedes-Benz,7650.0,sedan,340,5.0,Gas,yes,1997,S 140,3873
Volkswagen,12750.0,vagon,130,1.4,Gas,yes,2010,Passat B6,3874
Volkswagen,16000.0,hatch,26,1.2,Petrol,yes,2014,Polo,3875
Toyota,65000.0,crossover,90,4.5,Diesel,yes,2012,Land Cruiser 200,3876
Renault,11999.0,hatch,65,1.5,Diesel,yes,2014,Megane,3877
BMW,3000.0,sedan,294,2.0,Diesel,no,1999,320,3878
Volkswagen,17900.0,crossover,70,1.4,Petrol,yes,2012,Tiguan,3879
Volkswagen,8200.0,sedan,180,,Petrol,yes,2007,Jetta,3880
Mercedes-Benz,109000.0,crossover,0,3.5,Diesel,yes,2016,GLS 350,3881
Mercedes-Benz,4500.0,sedan,409,2.6,Petrol,yes,1991,E-Class,3882
Audi,19300.0,sedan,113,1.8,Petrol,yes,2009,A4,3883
Volkswagen,11300.0,van,250,2.5,Diesel,yes,2007,T5 (Transporter),3884
Mitsubishi,18800.0,crossover,47,3.0,Petrol,yes,2008,Pajero Wagon,3885
Toyota,28900.0,crossover,83,,Petrol,yes,2012,Highlander,3886
Mercedes-Benz,4150.0,other,277,2.2,Diesel,yes,2000,Vito,3887
Volkswagen,14000.0,crossover,194,3.2,Gas,yes,2004,Touareg,3888
Mercedes-Benz,13995.0,van,126,2.2,Diesel,yes,2013,Vito,3889
Toyota,,crossover,1,4.5,Diesel,yes,2016,Land Cruiser 200,3890
Renault,6400.0,other,209,1.5,Diesel,yes,2005,Scenic,3891
Renault,4900.0,sedan,90,1.4,Gas,yes,2008,Symbol,3892
Audi,6400.0,sedan,261,1.8,Gas,yes,2000,A6,3893
Renault,9400.0,van,270,2.0,Diesel,yes,2007,Trafic,3894
Toyota,15400.0,sedan,152,3.5,Gas,yes,2007,Avalon,3895
Volkswagen,2900.0,sedan,238,2.0,Gas,no,2002,Passat B5,3896
Renault,9500.0,vagon,78,1.5,Diesel,yes,2014,Kangoo,3897
Volkswagen,23000.0,sedan,75,2.0,Petrol,yes,2013,Passat CC,3898
Toyota,10600.0,crossover,185,2.0,Gas,yes,2005,Rav 4,3899
Renault,,other,179,2.5,Diesel,yes,2011,Trafic,3900
Audi,2550.0,sedan,304,2.5,Diesel,no,1998,A6,3901
Volkswagen,8500.0,sedan,87,1.6,Petrol,yes,2011,Polo,3902
Audi,10500.0,vagon,243,2.5,Diesel,yes,2003,A6,3903
Mercedes-Benz,18000.0,sedan,99,1.8,Petrol,yes,2008,C-Class,3904
Mercedes-Benz,6100.0,sedan,280,,Gas,yes,1999,E-Class,3905
Mitsubishi,1550.0,hatch,1,1.8,Diesel,yes,1990,Galant,3906
BMW,3800.0,sedan,250,3.0,Diesel,no,2002,330,3907
BMW,42000.0,crossover,128,4.4,Petrol,yes,2011,X5 M,3908
Mitsubishi,8500.0,sedan,110,2.0,Petrol,yes,2008,Lancer X,3909
Toyota,24900.0,sedan,30,2.5,Petrol,yes,2014,Camry,3910
Volkswagen,10200.0,vagon,186,2.0,Diesel,yes,2005,Passat B6,3911
BMW,14200.0,sedan,135,3.0,Gas,yes,2004,530,3912
Volkswagen,22500.0,crossover,151,3.0,Diesel,yes,2009,Touareg,3913
Toyota,47500.0,crossover,45,3.0,Diesel,yes,2014,Land Cruiser Prado,3914
BMW,4500.0,vagon,360,2.0,Petrol,yes,1993,520,3915
BMW,8300.0,sedan,197,3.0,Petrol,yes,2001,530,3916
Toyota,14300.0,hatch,60,1.6,Petrol,yes,2013,Auris,3917
Renault,18456.16,crossover,1,1.5,Diesel,yes,2016,Duster,3918
Renault,6999.0,van,173,1.5,Diesel,yes,2006,Scenic,3919
Mitsubishi,7500.0,sedan,94,1.6,Petrol,yes,2007,Lancer,3920
Volkswagen,2850.0,sedan,350,2.0,Petrol,yes,1990,Passat B3,3921
Mercedes-Benz,5800.0,van,282,2.2,Diesel,yes,2001,Vito,3922
Toyota,3700.0,hatch,282,1.4,Petrol,yes,1995,Corolla,3923
Renault,6555.0,vagon,180,1.5,Diesel,yes,2005,Megane,3924
Volkswagen,23999.0,sedan,80,1.8,Petrol,yes,2012,Passat CC,3925
Mitsubishi,21500.0,crossover,47,2.4,Petrol,yes,2012,Outlander XL,3926
Volkswagen,5700.0,sedan,300,1.8,Petrol,yes,2001,Passat B5,3927
Mercedes-Benz,200000.0,van,19,3.5,Petrol,yes,2013,Sprinter 324,3928
Mercedes-Benz,,vagon,200,2.2,Diesel,yes,2006,Vito,3929
Mercedes-Benz,16800.0,van,116,,Other,yes,2013,Vito,3930
Volkswagen,4500.0,vagon,220,2.0,Diesel,no,2005,Touran,3931
BMW,6800.0,sedan,297,2.5,Petrol,yes,2000,525,3932
Toyota,22900.0,sedan,84,2.5,Petrol,yes,2012,Camry,3933
Volkswagen,8500.0,van,210,2.5,Diesel,yes,2003,T4 (Transporter),3934
Renault,8700.0,van,183,1.9,Diesel,yes,2004,Trafic,3935
BMW,12200.0,sedan,239,3.0,Diesel,yes,2001,730,3936
BMW,23900.0,crossover,235,3.0,Diesel,yes,2007,X5,3937
Mitsubishi,16000.0,vagon,174,3.2,Diesel,yes,2006,Pajero Wagon,3938
Mitsubishi,7000.0,sedan,158,1.6,Petrol,yes,2007,Lancer,3939
Renault,9450.0,vagon,215,1.5,Diesel,yes,2008,Laguna,3940
Mercedes-Benz,41900.0,sedan,95,6.3,Other,yes,2011,S 550,3941
Mitsubishi,7400.0,sedan,148,1.6,Petrol,yes,2008,Lancer,3942
Renault,2350.0,vagon,245,1.9,Diesel,no,2003,Laguna,3943
Audi,3390.0,sedan,289,2.5,Diesel,no,2002,A6,3944
BMW,40755.0,sedan,0,2.0,Petrol,yes,2016,520,3945
Volkswagen,3300.0,vagon,430,1.8,Petrol,yes,1991,Passat B3,3946
Toyota,1100.0,van,140,2.0,Gas,yes,1985,Lite Ace,3947
Volkswagen,49500.0,crossover,80,3.0,Diesel,yes,2014,Touareg,3948
Renault,8700.0,hatch,100,1.5,Diesel,yes,2010,Megane,3949
Mercedes-Benz,20400.0,sedan,190,1.8,Gas,yes,2011,E-Class,3950
BMW,17700.0,sedan,98,2.0,Petrol,yes,2011,320,3951
BMW,17900.0,sedan,69,2.0,Petrol,yes,2008,320,3952
Mercedes-Benz,5500.0,sedan,269,2.2,Petrol,yes,1994,E-Class,3953
Mercedes-Benz,6200.0,sedan,221,1.8,Gas,yes,2004,E-Class,3954
Mercedes-Benz,3500.0,van,257,2.2,Diesel,no,2002,C-Class,3955
BMW,8100.0,vagon,180,2.0,Diesel,no,2011,118,3956
Toyota,2499.0,vagon,254,2.0,Diesel,no,2000,Avensis,3957
Audi,3150.0,sedan,10,2.8,Petrol,yes,1991,100,3958
Audi,4000.0,sedan,380,2.8,Petrol,yes,1997,A6,3959
Audi,4000.0,vagon,234,2.5,Diesel,no,2001,A6,3960
BMW,2050.0,vagon,300,2.5,Diesel,no,1997,525,3961
Mercedes-Benz,2600.0,hatch,178,1.7,Diesel,no,1999,A 170,3962
Mercedes-Benz,24500.0,sedan,222,5.5,Petrol,yes,2005,S 550,3963
BMW,14600.0,sedan,116,2.5,Diesel,yes,2004,525,3964
Mercedes-Benz,16900.0,van,180,3.0,Diesel,yes,2008,Vito,3965
Volkswagen,14500.0,crossover,173,2.5,Diesel,yes,2005,Touareg,3966
Volkswagen,38365.0,sedan,0,2.0,Diesel,yes,2016,Passat B8,3967
Mercedes-Benz,17800.0,van,162,1.8,Diesel,yes,2012,B 180,3968
Renault,5000.0,sedan,200,1.4,Petrol,yes,2007,Clio,3969
Toyota,42000.0,crossover,97,4.0,Petrol,yes,2010,4Runner,3970
BMW,35500.0,sedan,67,3.0,Petrol,yes,2011,535,3971
BMW,3000.0,sedan,190,2.0,Petrol,no,2000,520,3972
BMW,22600.0,crossover,69,3.0,Petrol,no,2013,X6,3973
Volkswagen,12900.0,other,142,2.0,Petrol,yes,2007,Eos,3974
Mercedes-Benz,7600.0,van,240,2.2,Diesel,yes,2005,Vito,3975
Toyota,37700.0,crossover,47,5.7,Gas,yes,2009,Sequoia,3976
Toyota,8300.0,sedan,168,2.0,Petrol,yes,2004,Avensis,3977
BMW,65500.0,crossover,1,2.0,Diesel,yes,2016,X5,3978
Audi,34500.0,sedan,71,2.8,Petrol,yes,2012,A6,3979
Toyota,7500.0,sedan,185,3.0,Gas,yes,2004,Camry,3980
Volkswagen,13900.0,vagon,123,1.4,Gas,yes,2013,Touran,3981
Renault,4000.0,van,194,1.9,Diesel,yes,2000,Kangoo,3982
Audi,2300.0,vagon,250,2.5,Diesel,no,2001,A6,3983
Renault,5650.0,van,140,1.4,Petrol,yes,2009,Kangoo,3984
Volkswagen,11800.0,other,200,1.9,Diesel,yes,2007,T5 (Transporter),3985
Audi,44000.0,hatch,1,1.4,Petrol,yes,2016,A5,3986
Audi,23400.0,crossover,105,4.2,Gas,yes,2007,Q7,3987
BMW,2666.0,sedan,360,2.5,Diesel,no,1996,525,3988
BMW,23900.0,crossover,60,2.0,Petrol,yes,2013,X1,3989
Toyota,14000.0,sedan,25,2.5,Petrol,yes,2014,Camry,3990
Mercedes-Benz,,sedan,9,3.0,Diesel,yes,2014,S 350,3991
BMW,69999.0,crossover,1,2.0,Petrol,yes,2016,X5,3992
Mercedes-Benz,58999.0,crossover,0,2.2,Diesel,yes,2016,GLC-Class,3993
Audi,22500.0,other,71,3.6,Petrol,yes,2007,Q7,3994
Toyota,10300.0,sedan,108,1.6,Petrol,yes,2008,Corolla,3995
Renault,9300.0,van,200,1.5,Diesel,yes,2009,Grand Scenic,3996
Audi,37800.0,other,126,3.0,Diesel,yes,2010,Q7,3997
Toyota,10400.0,sedan,144,1.3,Petrol,yes,2012,Corolla,3998
Renault,6700.0,van,160,1.5,Diesel,yes,2012,Kangoo,3999
Renault,7400.0,van,156,1.5,Diesel,yes,2012,Kangoo,4000
Renault,11200.0,van,157,1.5,Diesel,yes,2012,Grand Scenic,4001
Toyota,25900.0,crossover,97,4.0,Petrol,yes,2009,Land Cruiser Prado,4002
Mercedes-Benz,11500.0,van,381,2.2,Diesel,yes,2006,Vito,4003
BMW,3950.0,sedan,300,2.0,Petrol,yes,1986,320,4004
Renault,11500.0,vagon,230,1.5,Diesel,yes,2012,Megane,4005
Toyota,2600.0,sedan,218,2.2,Petrol,yes,1994,Camry,4006
Mercedes-Benz,55000.0,crossover,40,4.6,Petrol,yes,2013,ML 500,4007
Renault,6650.0,hatch,274,1.5,Diesel,yes,2006,Scenic,4008
Mercedes-Benz,11900.0,van,215,2.2,Diesel,yes,2011,Vito,4009
Renault,8600.0,van,100,1.5,Diesel,yes,2012,Kangoo,4010
Mercedes-Benz,6700.0,van,310,2.2,Diesel,yes,2001,Vito,4011
Volkswagen,21500.0,crossover,178,3.0,Diesel,yes,2008,Touareg,4012
Toyota,17777.0,other,120,2.7,Gas,yes,2006,Land Cruiser Prado,4013
BMW,29000.0,sedan,170,2.0,Diesel,yes,2011,520,4014
Volkswagen,7300.0,sedan,125,1.6,Petrol,yes,2005,Golf Plus,4015
BMW,58000.0,crossover,64,2.0,Diesel,yes,2015,X5,4016
Toyota,43999.0,other,1,2.8,Diesel,yes,2016,Hilux,4017
Volkswagen,16450.0,van,143,2.0,Diesel,yes,2012,T5 (Transporter) ,4018
Toyota,26900.0,crossover,118,2.7,Petrol,yes,2011,Land Cruiser Prado,4019
Renault,8250.0,sedan,148,,Other,yes,2011,Kangoo,4020
BMW,13900.0,sedan,262,4.0,Diesel,yes,2003,740,4021
Mercedes-Benz,5500.0,sedan,250,2.7,Diesel,no,2003,E-Class,4022
Volkswagen,3350.0,other,223,1.9,Diesel,yes,1997,Caddy,4023
Volkswagen,9800.0,hatch,98,1.6,Gas,yes,2010,Golf V,4024
Mercedes-Benz,13899.0,hatch,232,3.0,Diesel,yes,2007,Vito,4025
Mercedes-Benz,15200.0,sedan,195,3.0,Diesel,yes,2007,E-Class,4026
Toyota,8900.0,sedan,87,1.6,Petrol,yes,2008,Corolla,4027
Mitsubishi,17800.0,crossover,111,2.4,Petrol,yes,2011,Outlander XL,4028
Audi,2650.0,vagon,270,2.5,Diesel,no,2001,A6,4029
Mitsubishi,10200.0,sedan,102,2.0,Gas,yes,2008,Lancer X,4030
Toyota,12500.0,sedan,150,2.4,Petrol,yes,2007,Camry,4031
Audi,2500.0,hatch,200,1.6,Petrol,no,1999,A3,4032
Toyota,16200.0,crossover,219,2.7,Petrol,yes,2006,Land Cruiser Prado,4033
BMW,28000.0,sedan,127,2.5,Petrol,yes,2010,523,4034
Mercedes-Benz,5000.0,sedan,240,2.2,Diesel,no,2004,E-Class,4035
Toyota,8900.0,sedan,154,1.6,Gas,yes,2008,Corolla,4036
BMW,29900.0,crossover,182,3.0,Petrol,yes,2008,X6,4037
Mercedes-Benz,12950.0,other,199,2.2,Diesel,yes,2012,Vito,4038
Volkswagen,19999.0,van,152,2.0,Diesel,yes,2012,Sharan,4039
Audi,10000.0,sedan,131,1.8,Petrol,yes,2005,A4,4040
BMW,39500.0,vagon,93,2.0,Diesel,yes,2012,525,4041
Volkswagen,7900.0,other,123,1.4,Petrol,yes,2008,Polo,4042
Volkswagen,6000.0,van,460,1.9,Diesel,yes,1997,T4 (Transporter),4043
Mercedes-Benz,219900.0,crossover,30,6.3,Petrol,yes,2013,G 63 AMG,4044
Mercedes-Benz,5600.0,van,480,2.2,Diesel,yes,1999,Vito,4045
Mercedes-Benz,15900.0,sedan,216,5.0,Petrol,yes,2007,E-Class,4046
Mitsubishi,6700.0,sedan,155,1.6,Gas,yes,2007,Lancer,4047
Renault,9500.0,van,189,2.0,Diesel,yes,2010,Trafic,4048
Audi,3600.0,sedan,374,2.5,Diesel,no,2001,A8,4049
Renault,9150.0,van,220,2.0,Diesel,yes,2007,Trafic,4050
Mercedes-Benz,41500.0,other,26,,Diesel,yes,2013,E-Class,4051
Mercedes-Benz,12900.0,van,185,2.2,Diesel,yes,2011,Vito,4052
Renault,11500.0,vagon,175,1.5,Diesel,yes,2011,Megane,4053
Toyota,39500.0,other,1,2.8,Diesel,yes,2016,Hilux,4054
Renault,4200.0,sedan,310,1.4,Petrol,yes,2003,Symbol,4055
BMW,4100.0,sedan,26,3.0,Diesel,no,2001,530,4056
Volkswagen,9200.0,van,248,1.9,Diesel,yes,2007,T5 (Transporter) ,4057
Audi,11400.0,crossover,250,2.5,Diesel,yes,2005,A6 Allroad,4058
Volkswagen,24000.0,sedan,3,1.6,Diesel,yes,2016,Jetta,4059
Renault,1800.0,hatch,1,1.4,Gas,yes,1988,11,4060
Mercedes-Benz,3799.0,sedan,210,2.0,Petrol,yes,1995,200,4061
Mercedes-Benz,,sedan,0,3.0,Petrol,yes,2016,S 400,4062
Mercedes-Benz,110000.0,crossover,0,3.0,Diesel,yes,2016,GLS 350,4063
BMW,16999.0,vagon,213,3.0,Diesel,yes,2007,530,4064
Audi,6700.0,sedan,340,2.6,Gas,yes,1997,A6,4065
Toyota,2200.0,hatch,50,2.0,Petrol,yes,1991,Carina,4066
Renault,,sedan,100,1.4,Petrol,yes,2009,Symbol,4067
Toyota,4500.0,sedan,238,1.8,Petrol,yes,1996,Carina,4068
BMW,10999.0,sedan,225,3.0,Diesel,yes,2003,530,4069
Mitsubishi,,sedan,90,2.0,Petrol,yes,2007,Lancer Evolution,4070
BMW,4000.0,sedan,380,2.0,Petrol,yes,1991,320,4071
Volkswagen,5400.0,vagon,250,1.6,Petrol,yes,2003,Golf IV,4072
